lat_idx,lon_idx,lat,lon,EPHI_p1,EPHI_p2,EPHI_change,EPHI_change_pct
14,225,51.5,126.25,0.19522765185746535,0.18744117273413147,-0.007786479123333884,-3.98840996613469
14,226,51.5,126.5,0.2153352379488236,0.2065283010780647,-0.008806936870758897,-4.089872588736242
14,227,51.5,126.75,0.21338514129307878,0.2033330062565506,-0.010052135036528187,-4.710794282869887
15,200,51.25,120.0,0.19371100237542963,0.18858724563426535,-0.005123756741164276,-2.645051999283947
15,201,51.25,120.25,0.16935718701868197,0.16597947657182316,-0.003377710446858806,-1.9944299420172864
15,202,51.25,120.5,0.17495260189286768,0.17289310980306632,-0.002059492089801357,-1.1771714553079284
15,203,51.25,120.75,0.18054686307134937,0.18261624157691428,0.002069378505564906,1.1461725063299046
15,204,51.25,121.0,0.18735210841025052,0.19242626504150326,0.005074156631252741,2.7083530974424415
15,205,51.25,121.25,0.15941771865311524,0.16615201231437537,0.006734293661260132,4.224306882670683
15,206,51.25,121.5,0.19330898756508713,0.19950685544318467,0.006197867878097535,3.2061974749160136
15,207,51.25,121.75,0.1986292364353936,0.205344092865947,0.00671485643055339,3.380598219606746
15,208,51.25,122.0,0.21901122653832555,0.22022432576935624,0.0012130992310306898,0.5538981951769515
15,209,51.25,122.25,0.2011863601174126,0.19775548418166478,-0.0034308759357478125,-1.7053223358410328
